,question_1,label
5781,Is the ISLAM a comprehensive religion? If yes or no why?,1
5782,What is wrong with all the people on here and why are they all such sex-obsessed nuts?,9
5783,Wh am i so unbelievable scared about dating an girl who is 2 years older then me and shes 23 and she has a kid,9
5784,What is the best way to learn spanish for free off the internet?,1
5785,why does everything depend on what the woman wants?,9
5786,How are the nights of Hanukkah determined?,1
5787,to rerap: what if i dont feel that im ready to get married yet we've only been going out fora couple of weeks,9
5788,Where can I go to identify an ancient Greek coin that I have?,1
5789,"IF you could marry a celebrity, who would it be? AND WHY?",9
5790,How Do You Move On?,9
5791,How do you make your singing voice better?,1
5792,Is TV bad for society? Were we better off before the age of the television?,1
5793,ur loved ones r in danger n u r allowed 2 save just one...whom will u save first....?,9
5794,We've talked and laughed a lot but she won't meet me?,9
5795,there is this girl i like but im not confident or even able to take her out on dates what should i do?,9
5796,"if my avatar or picture looks nice, do I get a better chance to receive an answer to my questions?",1
5797,why are parents so strict?,9
5798,What are the secrets of Scientology?,1
5799,Is tie (neckwear) a religious symbol ?,1
5800,My friend's wife almost often expose her inner tighs & belly button to me secretly.Is interested in me?,9
5801,Where are all the Sistas?,9
5802,What type of jewelry is good to get a friend that is a girl. But you just want to be friends.?,9
5803,Do n u d i s t s stay naked all day or do they get dressed if company  comes?,1
5804,What would you do if you are having a baby and you don't want the boyfriend to know about it even your faimly?,9
5805,what does karma actually mean?,1
5806,Why are some white people prejudice and filled with so much hate?,1
5807,Why do guys like porn so much?,9
5808,IT NICE FOR A WOMEN TO TAKE A MAN OUT ON THE TOWN AND DINN.BUT CAN THE MAN GIVE SOMETHING TO.?,9
5809,What do you think of this quote from Albert Einstein?,1
5810,How many dimensions are there?,1
5811,Husband is quiting smoking for the 4th time. Any suggestions on how to deal with his mood swings?,9
5812,If you fell loved are you realy loved?,9
5813,Who is half-brother?,1
5814,their is a very small variety of oranges minuturized that you dont peel to eat please help me with variety nam,1
5815,"Why do people, who have no money smoke cigarettes?",1
5816,How do I get a girl???,9
5817,how can i find a girlfriend who is not a pschyo?,9
5818,Was Jesus a politician in search of power?,1
5819,how do i say i am sorry to my wife for being a boneheaded idiot?,9
5820,DO YOU BELIEVE IN HEAVAN AND HELL?,1
5821,how do i get my husband to be more romantic and show more affection to me?,9
5822,What Chance does an American marrying a Filipina have of a lifetime of Happiness?,9
5823,"I see the link between Christianity and Judaism, is Islam directly linked to Judaism also?",1
5824,Are there any books or sources simplifying the differences between a religion and a cult?,1
5825,evelution or creation...what do u believe and why?,1
5826,How many angels fit on the top of a sewing pin?,1
5827,Do you think public display of romantic affection is appropriate?,1
5828,How can you win your wifes heart after she left you for another guy whos name is Money?,9
5829,I was a sl*t...  Am I still ?,9
5830,why do girls say they love you and dont call on the phone?,9
5831,"what does this phrase mean to you? ""all extremists should be shot""?",1
5832,if my boyfriend needs space....?,9
5833,How do you tell a man your not in the mood with out being mean?,9
5834,"If the Book of Mormon is true, why do Indians fail to turn white when they become Mormons?",1
5835,what is spirituality realy?,1
5836,Does Buddhism lead to joy or depression?,1
5837,what is love?,9
5838,if u was wit a guy for 4 years and he cheated on u an after yaw broke up u founf out he is having sex?,9
5839,do you want to live forever?,1
5840,Spanish speaking people in the U.S.?,1
5841,who are muslims ?,1
5842,"Ladies, honestly, do you prefer guys to be totally upfront and honest about how they feel about you?",9
5843,"In London where would you consider ""the ghetto"" to be?",1
5844,Do radioactive cats have 18 half-lives?,1
5845,doesnt the Bible say that a rich man should give all that he has to the poor?,1
5846,best holiday gift?,9
5847,I was given a web site (tommieraeabrego@yahoo.com) so that I can go to her web page. Nothing comes up?,1
5848,"What if the one person you truely loved told you they loved you, but wanted to wait to have a relationship?",9
5849,feelings on  being engaged/ married at 20?,9
5850,Is marriage valuable in human's life?,1
5851,What was odysseus called by the Romans?,1
5852,"Ladies,Do you like a flirt like me or what?",9
5853,What is the difference between thinking and feeling?,1
5854,how long do you say i love to your girlfriend?,9
5855,whats the normal penis size?,9
5856,Origin of Hinduism?,1
5857,How do you learn how to control your dream?,1
5858,who am i gonna get married to?,9
5859,Do you think your soul mate is out there looking for you?,9
5860,should i let my boyfriend have another chance?,9
5861,When was your first time (age)? who was your partner?,9
5862,"He says he'll call her back but usually doesn't, isn't she just wasting her time?",9
5863,latin translation for seize the moment?,1
5864,What is the estimated amount of atheist's in the world?,1
5865,what is my boyfriends name?,9
5866,Is there some scholarly controversy over whether the Bible condems homosexuality?,1
5867,How do you tell a girl you like them. online?,9
5868,"wuld u get mad if ur bf/gf went to the movies with 3 grls & 3 gys, & only told u abot it a cuple of days aftr?",9
5869,WHATS LOVE?,9
5870,How do you tell a guy its over without hurting his feelings?,9
5871,why is it that the people of america cant wake up and realize that all people realy want is peace evrywhere?,1
5872,why are americans so fat?,1
5873,how to get an older lady?,9
5874,how can i help?,9
5875,why isnt he with me????,9
5876,Why do people think all male flight attendants are gay?,1
5877,who can help me meet a beautiful asian woman??..(california)?,9
5878,More Question to Muslim?,1
5879,What is with all the dumb sex questions on here?,9
5880,OUR FATHER WHO ART IN HEAVEN cont>>>>>?,1
5881,Should I marry my girlfriend when we go to Hawaii?,9
5882,i have a bf...my best friend is jealous of him...?,9
5883,why do men run from resposibilities?,9
5884,why do the American people allow the judges in the federal and state courts to make the courts their own ?,1
5885,why do many EUROPEANS hate each other ?!!?,1
5886,Are all of us humans are greatgrandkids of Adam and Eve?,1
5887,Are the principles of religion consistent?  Do they believe in the same idea of God?,1
5888,What happens when a judge marries you?,9
5889,What do u think is the youngest age to have a boyfriend?,9
5890,where can we find about movied little angel of colombia?,1
5891,Who was Mary Magdalene?,1
5892,When is the end?,1
5893,What would happen if time stops here for ever?,9
5894,What is the best way to get close to someone you like?,9
5895,"if God has a plan for us,where does freewill come in?",1
5896,Why in this world today must there be so much persecution going on? I thought we were enlightened?,1
5897,Why do some people think that Jesus was the son of God?,1
5898,ladies?how should a shy guy approach a female?,9
5899,"I have no money to record my music,so what can i do to solve this problem ?",1
5900,Really...how old is Christ?,1
5901,"How many Christian Missions are there in Turkey? List, contact info?",1
5902,Should I feel bad for having an orgasm?,9
5903,what do wemen really like?,9
5904,How long should I keep my christmass lights up?,1
5905,"I dont know who i am, i feel more comfertable with girls,but guys seem more realistic.?",9
5906,MY FIANCE IS IN JAIL AND WANTS TO GET MARRIED IS THERE EXCEPTIONS TO HIM NOT BEING THERE FOR LICENSE?,9
5907,"if i speak spanish as a first language, what would be a hard language to learn? and what would be easy?",1
5908,From where the name America originated?,1
5909,"Do We ALL Have To Answer""Ms.-Know-It-All's"" Question?",1
5910,how do you know when a guy really means what he says about liking you??,9
5911,what is the meaning of congiguration?,9
5912,"how do i find men who r in my age group(49-52) that r single or divorced here in rome,ga.?",9
5913,Why do young boys turn gay?,1
5914,""" HIDE PARK"" ..the most famouse park in the world . where this name comes from ?",1
5915,"why do guys hate to have ""talks"" with their girlfriends?",9
5916,will i ever get married?,9
5917,"When you valet park, are you supposed to tip when you drop off your keys AND when you pick up the car?",1
5918,How risky is it to marry a Russian woman you met over the internet?,9
5919,What is your favorite Christmas song? and what version?,1
5920,Why are guys so interested in a girls' chest?,9
5921,Why do the English (& other nations) drive on the left? & Does it make more sense?,1
5922,How should I celebrate my 30th birthday tomorrow???,1
5923,how do you know right from wrong?,1
5924,What do you think dreams can tell us about our lives?,1
5925,Your New Years Resolution?,1
5926,"do you think that God really is a 'male' being, or does He just prefer to present Himself as a father figure?",1
5927,does the cathlic church know what year ( 4bc to 4ad) jesus was born?,1
5928,"If a relationship of 3 years ends, how do you go about picking up the pieces? How do you mend a broken heart?",9
5929,Should I consider marrying a woman who was already married once??,9
5930,WHAT IS YOUR MOST FAVORITE PRESENT YOU OPENED TODAY?,1
5931,Why do women get offended is guys refer to them as their 'current' girlfriend?,9
5932,Is God black or white? Is God man or woman?,1
